,0001.HK,0002.HK,0003.HK,0005.HK,0006.HK,0011.HK,0012.HK,0016.HK,0017.HK,0027.HK,0066.HK,0101.HK,0144.HK,0175.HK,0267.HK,0293.HK,0386.HK,0388.HK,0700.HK,0762.HK,0836.HK,0857.HK,0883.HK,0939.HK,0941.HK,0968.HK,0981.HK,1038.HK,1044.HK,1093.HK,1109.HK,1113.HK,1299.HK,1928.HK,1997.HK,2318.HK,2319.HK,2388.HK,2628.HK,3888.HK
2019-01-16,-0.019133131905532407,-0.007192500275445274,6.2924396618198e-05,0.0005637671251769047,-0.005400785657750924,0.007474199188169985,-0.012811445152591134,-0.001708553820255522,0.0014435475805427863,0.006173266008704988,0.008539378537066678,-0.013495705102054431,-0.018409370048827468,0.015332121862782109,0.0039877681437551,-0.008981838438678644,0.018613823706270276,0.001388095611514304,0.014151566208765917,0.0008102217769213074,0.024728975098583846,0.021064090109318454,-0.002987569781748882,0.011658851411452266,0.00774451139502177,0.016423578690388185,-0.011579081526961254,0.008232617519981273,0.012701093842195053,-0.021104873837077372,-0.014199102151989301,-0.024470786133121206,-0.003232882013334693,0.008610507069551548,0.018028284625152338,0.0008891373650373023,0.0195433865468555,-0.016561217498578695,-0.020440589272261857,-0.0006665723867594253
2019-01-17,0.004608785387271688,-0.00039233697712911733,-0.02480930520047852,-0.001069440474153461,-0.01565363400605824,0.008036070585960462,0.0043991789531621795,-0.011278557435928264,-0.006166403008040323,-0.012710562262667419,-0.0007521491672780625,0.011461707846014859,-0.011828712556026525,0.006048558186214133,-0.00636309142046929,-0.00951447398714813,-0.001284364319454694,-0.012422907869032489,-0.006643791664166184,-0.014374534711066181,0.023576701594996672,0.00042316262366074337,-0.008396706095911028,0.002567758928810664,-0.0013479365962899578,-0.002651635194398676,0.007370000400521103,0.009090092520567661,-0.006366013771326329,-0.0069098188877361605,-0.0033006203658197284,-0.02762305397682702,-0.01818229274638263,0.016402491209334298,0.019739612562015403,-0.00298843247467654,0.006918683556669197,0.0037350018545224332,0.03694656970146285,0.013434898937214921
2019-01-18,-0.0015350110977691985,-0.011466485287205109,-0.01927735584309087,0.0024415636304066773,-0.009076208943411641,-0.01706704451517209,-0.007758874610910319,-0.01297857604337274,0.020245699620870777,0.010579677083393406,-9.567169579940846e-05,0.01775932966668031,0.0009284196917714197,-0.010335410415939165,0.018277488927235887,0.006466920524215904,-0.012446953851917478,-0.002284064137003298,-0.010507419040617087,-0.016593596771572034,0.011114130570379696,0.022912999685641568,-0.016782810885829696,0.006755630840286851,-0.0078077108294619234,-0.005845504605176353,-0.00710872709086643,-0.010367889236157793,0.000582259535337924,-0.009971401396932453,0.003245481909358066,-0.0006028573133896435,-0.002867376562396917,-0.010890763944499175,-0.006921255966819993,0.009064694709909072,0.006011006251492569,-0.011730662937582613,0.0011919876651507106,0.00901664548046147
2019-01-21,-0.02003286337345646,0.006520322308559221,-0.007951485107350161,0.006847184023117912,-0.009159109878510202,-0.02165858520797423,-0.019530509254597952,0.0005770193599365839,0.0031166700206577825,-0.010851799501252903,0.007663109505328487,-0.01993824074722752,-0.0007929575837677989,-0.01453219439714948,-0.00782203329362591,0.0005687840557969682,-0.010324960383407428,-0.0046146665307579045,0.012075513710573287,-0.006922702434277785,0.010028305344781703,-0.013556482255891417,0.006357650134983394,0.017298823447894806,-0.029659734001527473,-0.009562743065645722,0.006924865526166481,-0.002436544632515912,0.004453750480455706,-0.007247822240589847,0.001039077449674799,-0.0018681268247049538,0.014013384739917688,0.0030530501196145573,0.004051231944902426,-0.004942523593469608,-0.005851274688869923,-0.0051906982538354515,0.004733425708539562,-0.005051813769843156
2019-01-22,0.003477298282756955,0.024904809583745267,0.010453496441180309,-0.0039122823860140935,0.014414567065967339,-0.004896904476258616,-0.024457494422134247,-0.01209703573100885,-0.02244950305231027,-0.004218161808495704,0.0002210205502746204,0.020117247747303394,0.003923128485169952,-0.002629206345706371,0.00995286697420187,-0.026533623708094624,0.002827374697302791,0.009250382326643602,-0.0177430349493581,0.013725048518483149,0.00406195688993297,-0.004983454966809615,0.007593382393275418,0.02724831429365275,0.002182395060701942,0.0029786470356040332,-0.005512330794482929,-0.010198132433577502,0.009964029798530947,-0.010273005910906408,0.0008587948466327096,-0.0057318893611814,0.0057477579089567025,0.004003945263443379,0.012450479331094791,-0.0061201967862569645,-0.003238499223520455,-0.011745164589387689,-0.005331519120913339,0.004527605916538226
2019-01-23,0.009083863399744223,-0.011065983890131505,0.010435271041267923,0.01626765430565941,0.00496121883868441,0.02252154975069679,-0.009285470389242876,-0.014935856439737005,-0.021344642986851344,0.017952531737870196,0.007852387876248692,-0.0006670160509254609,0.0033596235158378433,-0.013505868567580518,0.029349023755401916,0.00155065418370273,0.0013127375352587148,0.008709199486784303,0.0057721107808405584,0.0026866082913495765,-0.009485693465343743,0.005657620285631949,0.022584293957700403,0.016145040553859732,0.019118239519672765,-0.0061345881171742216,-0.011875257843102971,-0.0015094430411957778,0.0006686989474643353,0.013130298221651383,-0.020309575556577832,0.018354603833527366,-0.001896094782947873,-0.00512257283936904,-0.01214525250312201,-0.01985828006238923,0.009878047007542974,0.0008798156062608467,-0.015479530796892647,-0.015540945264763394
2019-01-24,-0.004029416391481539,0.020028258303472716,-0.0031150962163632575,-0.018037715437417275,-0.002948916769031332,-0.0032726828369720458,-0.03236263971529886,-0.0006515383982137465,-0.002771214362504136,0.00835447637776102,0.022187473139344143,0.013518780354573089,-0.0032266642866579666,-0.013278310904900044,0.030880317638998324,0.0007106212081738592,0.00016715150295535443,-0.00028950104532003934,0.0023770171292142594,-0.0017323249430873098,-0.006883944082562835,-0.006562307294884706,-0.00039303924259198066,-0.006521097253605179,-0.008554149392125973,0.0012771627323027621,-0.0030597266090502634,0.018047915862992262,-0.03181163770071614,0.01309808222306954,0.014953022309971548,-0.024880682788897795,-0.004112251128964186,-0.004457290391949497,-0.016890140336613856,-0.009333800251090504,-0.013326910145589945,0.021027245321083472,0.011228140717769534,0.015258661139929906
2019-01-25,0.008660064768518822,-0.013548621254606751,-0.006294243195357284,0.0058724947347350166,-0.014665533706703345,0.008555981162068658,-0.0028839047778976205,-0.00449784969059517,0.008531519618441898,0.005331159737832477,-0.004331593989828959,0.013911957640370978,-0.012972759931198768,0.007391227283331165,0.007117215095620605,-0.0037145572717678836,0.003913596266905416,-0.015013362916623635,0.011088324230482812,-0.0022188256373158683,-0.006272676246228475,0.012588110710042672,-0.008452124286513112,-0.016901535556362715,-0.018679550082286844,0.007272119416147676,-0.015365152229955397,0.021057530183812376,-0.024983152894604666,0.02035747641948046,0.002532209606431421,-0.0011605573424447087,-0.006539029041707397,0.0047896333722248505,-0.0004516164290981804,0.013239622584198257,0.0013707317839444758,0.0018036211375425312,-0.00436334654656627,-0.0006833474846528095
2019-01-28,0.0036936212267047104,-0.02052202071187951,-0.016178225065268555,0.00891916912827258,0.002050385257535302,-0.0022078000362321494,0.00022120719678471793,0.004170980464340053,-0.006477116163712338,-0.009339656704827752,0.0023501430611721787,-0.011740473331380384,0.004899033068573662,-0.020431003250854084,0.012349867647907724,0.005671169788956516,0.003072356811766508,0.011792291807346167,0.019985693333550922,0.012172440780217566,-0.022090490775979743,-0.01535492360082842,-0.007497822932348146,0.00031309260253000544,0.006211908245629476,-0.008708925757841587,0.0022412011737249398,-0.009064595188239872,-0.007338213635903379,-0.016879933162178666,-0.011078798953330853,-0.016220215267396004,-0.011710479035727993,0.012643701559294075,-0.011392786665983316,0.03158858477804869,0.005919814810570671,0.0022180334843384867,-0.010300293362174563,0.008403718552907896
2019-01-29,-0.0069076539148532875,0.0014641177757443373,0.030721014459225537,-0.0011527187966957986,0.01379127991542811,-0.008438117101510649,-0.0004198618859635404,0.021249607627626118,-0.007523604693453209,0.021749382695963146,0.008493023225465706,-0.006749601310731212,0.007588892868666252,0.011670653395520758,0.007461719546606357,-0.01884269663868548,-0.008725646109898424,-0.002970223626618057,-0.0008932011492005555,0.0074480651706081355,0.0021324120111990462,-0.016024132304521217,0.004562374212071558,0.007327028943405878,0.006717485375172478,0.012969368706655462,0.010007065854586848,0.00551016095074124,-0.0008419885375037644,-0.019931531202191898,0.0051554186295910305,0.002492252245957334,0.0032589460463444816,-0.015320982909843713,-0.012972678484899148,0.012637834239994842,-0.0004746618462798605,0.008178008368471493,0.0003398205135655341,0.0003570736739489423
2019-01-30,0.011259405671711973,-0.006192536738608487,0.0011534493232918004,-0.00554730346446051,-0.005213954729187787,-0.0037100654816236726,0.002665605259604554,-0.005744983459961728,0.01506907350688225,-0.010735287626634046,-0.0022424597299363085,-0.005276772699290099,0.017363734612244795,0.0023586573181388956,0.012382134473623619,-0.017826724476443664,0.003204603190431106,0.010675569547481245,0.0009874078713050902,0.012785764500784214,-0.006207461401204466,0.01691216928222696,0.027586777483431003,-0.0043540627252759085,-0.005346030256809261,0.01744061372541241,0.01895486574876855,-0.006274320325839219,-0.005042241805150287,-0.0033814153063260865,-0.016133406132411324,-0.011023823357810379,-0.012049689201024815,-0.009213570781249542,-0.00041621864864137417,0.002810576790438249,0.018606005913768923,-0.011980248488865492,0.011811868781719005,-0.0025678661307061076
2019-01-31,-0.0005935645158291954,0.008097833905999245,-0.013472664258747583,0.004588916954208607,0.001997426498556673,0.0059094151680977895,0.0034700237268938173,0.02946360167893073,-0.0076528798110157914,-0.006371963460021812,-0.007477686317097172,-0.006665725429923056,-0.007648645527678213,0.014268198373290622,0.01704605097587826,-0.0068489555249937155,-0.009988266877250745,0.005656986676636849,-0.006626676531371655,0.0075951818130661295,0.0024350762502155965,-0.018188929379966783,0.01857006241596074,0.021550532077146262,-0.0073534642858126345,-0.00465241871923181,0.0034303846886988595,0.0040134814798443,0.007902531272073965,0.024122454465196196,-0.0021233667299285926,-0.009579566934461445,-0.016551830736174326,-0.00877116047930303,-0.00039752367448556516,0.021534694362213454,-0.006211335588434057,0.002685455419666782,-0.0001970747528730249,0.014260719281377008
2019-02-01,0.03032318911048346,-0.006370425275043848,-0.005873273310218666,0.012529930524828864,0.008182697875515737,0.022160487908832405,0.007007138223911567,-0.004311505089444715,0.007087857968307711,0.013304442966994894,0.00984578617436837,0.006087288373287573,0.012800096275069847,0.014031547085348074,0.016585907892450326,0.007784518651075712,-0.0020054169638022523,0.001760564237199874,0.014478107598100282,-0.009803228051846833,0.0044240797064748144,-0.0047200657479283285,0.00034493787521780987,0.015341422351287584,0.0022931888162388402,0.0005572385778737858,-0.01631827369175903,0.008955042792326649,0.007745810173692905,0.025959056679665523,-0.00369333881943601,0.0026298039319672677,0.0029926042045290632,0.018929439357161692,-0.0011435463886434252,0.0033482583092440707,0.007294758116598471,0.0022393094778762972,-0.0053572033746063395,0.002329079914779691
2019-02-04,0.012883580998317264,-0.012318183592932724,0.001595636089762512,-0.008401449779270079,0.01434055954709811,-0.018278242857405296,-0.0067070621672590605,0.004526542500774251,0.018786288350812086,-0.0007890031328758536,-0.006662394320318381,0.02257388483328708,-0.017376166804994927,-0.026385671479440983,0.005280173400639989,-0.006024650692231334,-0.01225479380556856,0.00850027736759224,0.002925608565254386,-0.0067689435688407405,-0.015363652784050733,0.010469487939361736,0.0078024141355039316,-0.0011901103653525948,0.02215964395257199,-0.012841017195913832,-0.018306302051096866,-0.008302896838574934,-0.0005470321962659737,0.002920073391872302,-0.0028948326942759587,0.0042246647581715615,-0.015018473090285329,0.017325175248879113,-0.0009858141407108256,0.013407549979057532,0.004112704156532449,0.005481038629845407,0.006837207362786447,0.00537250272020778
2019-02-05,0.007712673118410527,0.015949830361589177,0.0023582540364176416,0.008508045091062148,-0.0010768283314467207,0.017281406585393674,-0.008116707624711237,0.02161128519492979,-0.00048189540773212094,-0.01716930122541658,0.0015372529789294714,-0.00817261988969857,0.01008772258786469,-0.007831487751628691,-0.005354201198577357,-0.022674488771346372,-0.005427675830988921,-0.029086551919547482,-0.01900683388182868,0.009124975873731568,0.009429601903809986,0.005105490741419577,-0.011603713717550555,-0.0005725362737037582,-4.323046908682085e-05,-0.013900376270310514,0.01804077962120581,0.010528347486908058,-0.0026515700859559674,0.00032263006793436936,0.0025005936953706297,-0.02450081842109149,-0.0029661285902471634,-0.008183810975973583,-0.012019440118738987,-0.003373203514631459,0.021572238322194272,0.007690114335204118,-0.006854147877393562,0.006870993376273903
2019-02-06,0.016792265239032027,0.011095604194953226,0.0007155644390420895,-0.007763241332466887,0.00837867976336308,0.0047218246250609955,0.010742318640332787,0.007622061620183635,0.012594632583832022,-0.006422822538726816,0.015808728787611907,0.002371195256308796,0.024903130471503186,-0.008270253817074814,0.020831565637982993,0.0023749294015517736,-0.00781701604337338,-0.005806630008651859,-0.003844167698331842,0.005089991356822997,0.006274025856425995,-0.0068844000472629485,-0.0002922551071317941,0.025707244303342366,0.020730518041208536,0.005235884036088385,0.00045604173801840346,0.0014403759206191356,0.007362215672765,-0.012273510782380866,-0.0030885184490801413,-0.020023008886531073,0.004790677471263351,0.0077663512764328925,-0.005798237547592488,0.018887841159480393,-0.014709187956028096,-0.017572498562517844,0.0026934218227196646,0.012565179631345855
2019-02-07,0.020207132297494424,-0.005506611154427281,0.012944170001175547,-0.0004621016340084865,-0.0020715275992898357,0.010603919249840069,0.007827874540961035,-0.018916705883810992,0.017718484196710748,0.016561096249769418,-0.007506752418114353,0.004749642401248908,0.005928362235392866,0.0031280851898868854,-0.0066036618461450414,-0.008059480415256618,-0.0003066488518973433,0.014072748231112377,0.006523201855133188,-0.004447371985033271,0.009260384527780137,-0.034182511447560904,0.013785188404465241,-0.020876565345337196,-0.004349291296837586,-0.013436038735513727,-0.015536177708650869,0.013929921448542232,-0.005612414415742697,0.00415804658076859,-0.0005630469465502089,0.005724489926677458,0.0009218626927230643,-0.015395906690262836,0.01195520183336568,-0.00592507899793575,-0.01867898278391701,-0.00513738193159095,0.01800911748761173,0.010202660905361914
2019-02-08,-0.00418382561289431,-0.004191092451821145,-0.0038596206146085917,0.024920975802730092,0.00458322542677864,0.005160499766292835,0.012363401448382107,0.0028654699083181623,-0.0031085057498484374,-0.0023561981890197394,-0.0008592151129687675,-0.0004466668381180991,0.008731554523643758,0.0006233506296875932,0.008791680926586951,-0.0009685989613029878,0.0009436222837930871,-0.023978408214385294,0.010995932096429777,0.004157861710775913,0.011976121318315826,-0.03475506453832427,0.02506049645736873,-0.0016750755378620852,0.013298193800850198,-0.01247887112550637,0.007353286860750837,-0.012640986758083873,-0.0074852275283496614,0.022968376246401433,-0.002288188809160159,0.0026091944781566744,0.010440812768265051,0.005948182655671256,0.0018050268617229171,0.004379532029594705,0.0288409870228593,-0.0006914255644030247,0.00241318856057961,0.012607852752091345
2019-02-11,0.013266311195495806,0.014244363666724562,0.007664762664350216,-0.013716058952765803,0.01960117838761315,-0.013756144716224257,0.003631625582868399,-0.009051310200232296,-0.0007696601591159106,0.003945148923641765,0.003856286585403277,0.005063049050823417,0.019364535228703766,0.005442411618167758,-0.0029298796234877842,0.011569046019460287,0.014273645867095687,-0.01473129378164391,0.007168800838198297,0.00841407290773078,-0.003570762040319903,0.016508481759739433,-0.0018006670443903208,0.001506917441658507,-0.0020768618914064354,0.00018694857097761042,-0.013155301042742422,-0.017280610591131534,0.019134060758699667,-0.010163536179819934,-0.011896708193475686,-0.025840681363244578,-0.0076675409722740265,-0.01587707752088998,0.019704181921636428,0.01211780507211161,-0.008257804142132685,0.027029229664131706,0.01178118584389913,-0.0038979766021034696
2019-02-12,-0.02999286857848288,0.0274913108710889,-0.016674869601163152,-0.0197447849634827,0.012270845184115683,0.029277028876071275,0.016611273822126217,0.006766909440628316,0.007137052099983432,0.010240986705363693,0.009107143077441182,0.00337429708763251,0.0012504132474225127,-0.000751117534794269,-0.009047575066400115,-0.0033681009224012888,-0.020315481770344625,-0.0011800755215369987,-0.01186309328581101,-0.01324307180658925,0.0021587298138417417,0.016704027436135194,0.011019799272027756,-0.018846007243478125,-0.01187553763884405,0.011289254255858592,-0.011789848722459716,-0.0026955977999642954,0.006600625188294623,-0.011620133458363624,0.0012645060737515189,-0.016008305939018454,-0.007216411727414564,0.0038373832097104437,-0.019115924802380033,0.005285696855524788,-0.00023565358712017458,0.0066298794530057735,0.002686969608775937,0.01636968515968613
2019-02-13,0.0015026940317748874,-0.005152866493503036,0.0014675700363874053,0.006519576348436655,0.000586320843908452,0.0004871002944465886,-0.008423900253681064,-0.007954811010611377,-0.016831263261596324,0.020994920918243273,-0.014926358824695422,-0.008314862373550887,-0.00862088718683037,0.010739092523333296,-0.0035393961395043336,0.014972904872084806,-0.008081887490926422,0.0033479299466856235,-0.010024164639117088,0.02574178953328066,-0.014251181028354154,0.00371784852272433,0.007605322571185182,0.004965589169417979,-0.0022234519065324997,-0.001557848396801114,0.0005257376637493151,-0.0017640240195418635,0.011566549401538916,0.026526276019096216,-0.006689901420094003,-0.016437635754948936,-0.0010593845802150579,0.030956512051851823,-0.00964409481563677,0.01966940166532881,0.020132409768917288,-0.006643058900495935,0.006827796950223304,0.019540759477542458
2019-02-14,-0.004549532891849845,-0.0024429643212283414,-0.006980170967383725,-0.012177080768314403,-0.0077913305407920855,-0.014687283201147079,0.0004090016191107129,-0.009239678772703703,0.0028054309414889725,-0.018670747754443526,0.003970562786573485,0.010002347539307095,-0.023924827710857466,0.0044886788381708655,0.014732027909679507,-0.014515692224294465,0.02007086864205244,0.005028228112392542,-0.008460142269100907,-0.0006692289318924722,0.006699922950260669,0.000912064696948938,0.006465071909356431,-0.011048083116952396,0.002032329888432936,-0.016964573962859764,-0.0013347127361844039,-0.010846891697577478,-0.0088263593110772,0.014833118102525248,0.013095721447131229,0.007309657450886124,-0.013107753176070948,-0.003796901396337623,0.0145571723997502,0.0017006029636788568,0.027831954479780333,0.0047198140727324625,0.002304589397880379,-0.0037093975704300167
2019-02-15,0.0016024908573873877,-0.001829638036566527,0.008497304120263085,0.011480427801535008,-0.009431873526095393,-0.015974795442693337,-0.02203446447723956,0.006095895922950524,-0.013240399274086484,-0.025834687115429796,0.004662943254371569,0.029915994209193487,-7.285093847871989e-05,0.010061889293419703,0.0009819523025707802,-0.001186675838293712,0.011028917795853223,-0.003483294530263816,0.0032087077688628353,0.0038603736743521634,-0.008017085443716584,0.011904508194438274,-0.002099517080344904,-0.009068941913914136,0.006438118122844842,-0.010781615781492447,0.00033817388842953896,-0.00010942795973044253,0.013030746789978937,0.005696378794559433,-0.000300323504941727,0.009813195590403445,0.01668249058820776,0.006693723676222347,0.0001242314381205673,-0.015742034788201915,-0.012781363956904471,-0.0036626964522560117,-0.007314146425911398,-0.0022436556358253522
2019-02-18,0.000679799098765286,0.00635631305228077,-0.0008459853367090946,0.005838019725914423,0.000773692977721443,-0.023705598796246456,-0.011272024725825051,-0.0017290506686593857,-0.014516336914093292,0.007199144759954455,0.01836900998812437,0.0146251422203678,-0.002561314451162496,0.017888713642199426,0.0017840094864253386,-0.004045031653416472,-0.007360831962491277,-0.00362963623785754,-0.004658121822494745,0.0020449946685058523,0.0019268877725983752,3.655224184097364e-05,0.005243258036956198,0.014287755297436096,0.011394649625295884,-0.017818775621398844,-0.030647053618823458,0.011211838934871285,-0.016402544380985054,-0.0026971848227122027,-0.014041356312712314,-0.02162376525096024,0.006497552738457457,0.009109861923631762,-0.006918124808720633,-0.031092507505738918,-0.006554933379029793,0.004701648064830559,-0.017746938825289545,0.0022003190373498676
